,X,Y,Demand,demand
178,10.28800933228751,-3.5780862697586535,,345
179,10.256451524390416,2.8789487526745585,,281
180,7.744045059610583,20.70502176682328,,388
181,10.661345299309522,11.4232998155491,,274
182,-1.4754486943783252,3.5638805345484745,,374
183,11.740376228037027,0.6094775513102242,,355
184,9.963146646873957,11.406151739475577,,368
185,2.0549882313595016,-11.105204784367801,,52
186,8.49330296295079,14.222574382833503,,137
187,-13.211119178040333,-5.277773168636797,,395
188,-0.4293849200847939,4.09833545116598,,301
189,-1.3879017805718052,-2.805497744886376,,398
190,-13.222847880545485,18.02327312998768,,92
191,8.96277795895738,-1.3461259504759777,,302
192,12.217715188681284,-4.846273086107431,,392
193,0.1783344442115381,6.953869045495079,,396
194,0.30993028540994916,4.033603286415228,,126
195,-17.9981403160835,14.449817633748696,,358
196,12.16033261530427,4.299442515096215,,375
197,-13.561925521203909,-6.2763034146736505,,52
198,2.7358007914059317,-4.310057019961677,,251
199,11.91122340015784,0.2790694356123624,,102
